Week_Start,Category,Units_Sold,Unit_Price_EUR,Revenue_EUR,Stock_Start,Stock_End,Supplier_Delay_Days,Demand_Spike,Out_of_Stock,Notes
2020-01-27,Cough Lozenges,29,3.3,95.7,31,6,0.3,No,No,
2020-01-27,Antibiotic Prescriptions,17,8.76,148.92,23,9,1.1,No,No,
2020-01-27,Vitamins & Supplements,29,11.76,341.04,32,5,0.8,No,No,
2020-01-27,Simple Masks,11,0.65,7.15,14,4,0.5,No,No,
2020-01-27,KN95/FFP2 Masks,6,1.3,7.8,9,4,1.2,No,No,
2020-01-27,Antiseptic / Alcohol,6,4.38,26.28,7,2,0.8,No,No,
2020-01-27,Hand Gloves,4,5.74,22.96,5,1,0.4,No,No,
2020-01-27,COVID Self Tests,0,4.79,0.0,3,3,0.3,No,No,
2020-01-27,Pharmacy COVID Test Service,1,15.13,15.13,3,2,1.1,Yes,Yes,
2020-02-03,Adult Productive Cough Syrup,26,6.92,179.92,31,9,0.4,No,No,
2020-02-03,Adult Dry Cough Syrup,18,7.4,133.2,24,8,1.0,No,No,
2020-02-03,Children's Productive Cough Syrup,16,6.16,98.56,19,3,1.3,No,No,
2020-02-03,Children's Dry Cough Syrup,13,5.99,77.87,18,7,0.9,No,No,
2020-02-03,Cough Lozenges,29,3.12,90.48,32,3,0.9,No,No,
2020-02-03,Antibiotic Prescriptions,16,8.91,142.56,22,8,1.5,No,No,
2020-02-03,Vitamins & Supplements,14,11.66,163.24,21,9,0.7,No,No,
2020-02-03,Simple Masks,10,0.65,6.5,15,7,0.9,No,No,
2020-02-03,KN95/FFP2 Masks,5,1.41,7.05,7,2,0.2,No,No,
2020-02-03,Antiseptic / Alcohol,10,4.27,42.7,14,4,1.5,No,No,
2020-02-03,Hand Gloves,3,5.65,16.95,3,0,1.1,No,No,
2020-02-03,COVID Self Tests,0,4.86,0.0,3,3,0.7,No,No,
2020-02-03,Pharmacy COVID Test Service,0,14.9,0.0,3,3,0.4,No,No,
2020-02-10,Adult Productive Cough Syrup,20,6.74,134.8,31,13,0.8,No,No,
2020-02-10,Adult Dry Cough Syrup,17,6.86,116.62,21,4,0.6,No,No,
2020-02-10,Children's Productive Cough Syrup,10,6.1,61.0,16,6,1.1,No,No,
2020-02-10,Children's Dry Cough Syrup,11,6.44,70.84,14,5,1.4,No,No,
2020-02-10,Cough Lozenges,53,3.26,172.78,74,34,1.5,Yes,No,
2020-02-10,Antibiotic Prescriptions,17,8.44,143.48,18,1,0.8,No,No,
2020-02-10,Vitamins & Supplements,25,11.68,292.0,34,9,0.9,No,No,
2020-02-10,Simple Masks,11,0.67,7.37,12,2,0.9,No,No,
2020-02-10,KN95/FFP2 Masks,7,1.3,9.1,10,4,0,No,No,
2020-02-10,Antiseptic / Alcohol,7,4.1,28.7,8,2,0.4,No,No,
2020-02-10,Hand Gloves,5,5.63,28.15,7,3,1.0,No,No,
2020-02-10,COVID Self Tests,1,4.65,4.65,3,2,0.2,Yes,Yes,COVID-related demand spike
2020-02-10,Pharmacy COVID Test Service,0,14.74,0.0,3,3,0.8,No,No,
2020-02-17,Adult Productive Cough Syrup,24,6.57,157.68,25,1,0.9,No,No,
2020-02-17,Adult Dry Cough Syrup,17,7.26,123.42,19,5,0.1,No,No,
2020-02-17,Children's Productive Cough Syrup,15,6.17,92.55,22,11,1.0,No,No,
2020-02-17,Children's Dry Cough Syrup,10,6.47,64.7,13,3,1.4,No,No,
2020-02-17,Cough Lozenges,40,3.23,129.2,51,12,0.7,No,No,
2020-02-17,Antibiotic Prescriptions,14,8.71,121.94,21,10,0.8,No,No,
2020-02-17,Vitamins & Supplements,29,12.07,350.03,32,4,0.6,No,No,
2020-02-17,Simple Masks,10,0.64,6.4,13,5,1.2,No,No,
2020-02-17,KN95/FFP2 Masks,8,1.37,10.96,11,5,0.8,No,No,
2020-02-17,Antiseptic / Alcohol,8,4.37,34.96,8,0,0.9,No,No,
2020-02-17,Hand Gloves,6,5.69,34.14,9,4,0.8,No,No,
2020-02-17,COVID Self Tests,0,4.76,0.0,3,3,1.6,No,No,
2020-02-17,Pharmacy COVID Test Service,0,14.43,0.0,3,3,0.3,No,No,
2020-02-24,Adult Productive Cough Syrup,25,6.84,171.0,32,8,0.4,No,No,
2020-02-24,Adult Dry Cough Syrup,13,7.16,93.08,14,2,0.2,No,No,
2020-02-24,Children's Productive Cough Syrup,10,6.03,60.3,13,5,1.5,No,No,
2020-02-24,Children's Dry Cough Syrup,13,6.31,82.03,14,1,1.8,No,No,
2020-02-24,Cough Lozenges,31,3.18,98.58,40,14,0.8,No,No,
2020-02-24,Antibiotic Prescriptions,15,8.78,131.7,20,5,1.8,No,No,
2020-02-24,Vitamins & Supplements,24,11.65,279.6,36,14,0.9,No,No,
2020-02-24,Simple Masks,8,0.64,5.12,9,2,1.2,No,No,
2020-02-24,KN95/FFP2 Masks,9,1.41,12.69,10,2,0.9,No,No,
2020-02-24,Antiseptic / Alcohol,10,4.16,41.6,13,3,0.7,No,No,
2020-02-24,Hand Gloves,4,5.59,22.36,5,2,0.8,No,No,
2020-02-24,COVID Self Tests,2,4.99,9.98,3,1,0.6,Yes,Yes,COVID-related demand spike
2020-02-24,Pharmacy COVID Test Service,0,14.9,0.0,3,3,1.3,No,No,
2020-03-02,Adult Productive Cough Syrup,29,6.94,201.26,32,3,1.8,No,No,
2020-03-02,Adult Dry Cough Syrup,19,7.1,134.9,26,11,0.7,No,No,
2020-03-02,Children's Productive Cough Syrup,17,5.67,96.39,27,12,2.5,No,No,
2020-03-02,Children's Dry Cough Syrup,17,6.12,104.04,23,7,2.0,No,No,
2020-03-02,Cough Lozenges,38,3.27,124.26,44,14,1.5,No,No,
2020-03-02,Antibiotic Prescriptions,24,8.51,204.24,36,17,2.6,No,No,
2020-03-02,Vitamins & Supplements,44,12.04,529.76,50,14,2.2,Yes,No,Higher immunity-support demand
2020-03-02,Simple Masks,38,0.66,25.08,59,24,4.7,Yes,No,COVID-related demand spike
2020-03-02,KN95/FFP2 Masks,22,1.41,31.02,28,6,3.8,Yes,No,COVID-related demand spike
2020-03-02,Antiseptic / Alcohol,36,4.09,147.24,52,21,2.1,Yes,No,COVID-related demand spike
2020-03-02,Hand Gloves,23,5.46,125.58,37,16,3.8,Yes,No,
2020-03-02,COVID Self Tests,0,4.77,0.0,3,4,3.0,No,No,
2020-03-02,Pharmacy COVID Test Service,0,15.42,0.0,3,3,2.7,No,No,
2020-03-09,Adult Productive Cough Syrup,35,6.86,240.1,54,27,2.1,Yes,No,
2020-03-09,Adult Dry Cough Syrup,29,7.34,212.86,34,9,2.3,Yes,No,
2020-03-09,Children's Productive Cough Syrup,18,5.73,103.14,21,5,0.8,No,No,
2020-03-09,Children's Dry Cough Syrup,14,6.32,88.48,20,7,1.7,No,No,
2020-03-09,Cough Lozenges,38,3.15,119.7,54,23,2.1,No,No,
2020-03-09,Antibiotic Prescriptions,8,8.76,70.08,11,5,1.8,No,No,
2020-03-09,Vitamins & Supplements,37,12.03,445.11,53,17,2.6,Yes,No,Higher immunity-support demand
2020-03-09,Simple Masks,47,0.68,31.96,61,24,4.5,Yes,No,COVID-related demand spike
2020-03-09,KN95/FFP2 Masks,34,1.38,46.92,42,14,3.1,Yes,No,COVID-related demand spike
2020-03-09,Antiseptic / Alcohol,27,4.18,112.86,44,20,3.5,Yes,No,COVID-related demand spike
2020-03-09,Hand Gloves,16,5.76,92.16,19,3,5.4,Yes,No,
2020-03-09,COVID Self Tests,1,4.65,4.65,3,2,3.2,Yes,No,COVID-related demand spike
2020-03-09,Pharmacy COVID Test Service,1,15.1,15.1,3,2,0.8,Yes,No,
2020-03-16,Adult Productive Cough Syrup,27,7.09,191.43,43,19,1.9,No,No,
2020-03-16,Adult Dry Cough Syrup,20,7.4,148.0,24,5,1.1,No,No,
2020-03-16,Children's Productive Cough Syrup,14,5.82,81.48,22,11,2.3,No,No,
2020-03-16,Children's Dry Cough Syrup,19,6.18,117.42,20,2,2.0,No,No,
2020-03-16,Cough Lozenges,40,3.33,133.2,65,31,0.9,No,No,
2020-03-16,Antibiotic Prescriptions,21,8.92,187.32,30,14,2.3,No,No,
2020-03-16,Vitamins & Supplements,31,11.21,347.51,32,4,2.5,Yes,No,Higher immunity-support demand
2020-03-16,Simple Masks,29,0.65,18.85,37,9,3.8,Yes,No,COVID-related demand spike
2020-03-16,KN95/FFP2 Masks,38,1.35,51.3,60,30,4.9,Yes,No,COVID-related demand spike
2020-03-16,Antiseptic / Alcohol,41,4.2,172.2,49,13,3.7,Yes,No,COVID-related demand spike
2020-03-16,Hand Gloves,21,5.52,115.92,27,8,0.6,Yes,No,
2020-03-16,COVID Self Tests,0,4.72,0.0,3,3,3.7,No,No,
2020-03-16,Pharmacy COVID Test Service,0,15.64,0.0,3,4,3.2,No,No,
2020-03-23,Adult Productive Cough Syrup,24,7.07,169.68,26,3,1.7,No,No,
2020-03-23,Adult Dry Cough Syrup,21,7.02,147.42,26,8,2.0,No,No,
2020-03-23,Children's Productive Cough Syrup,10,6.07,60.7,13,3,2.5,No,No,
2020-03-23,Children's Dry Cough Syrup,11,6.36,69.96,12,3,2.0,No,No,
2020-03-23,Cough Lozenges,24,3.27,78.48,34,14,1.8,No,No,
2020-03-23,Antibiotic Prescriptions,22,8.41,185.02,36,15,1.4,No,No,
2020-03-23,Vitamins & Supplements,37,11.63,430.31,43,9,1.5,Yes,No,Higher immunity-support demand
2020-03-23,Simple Masks,33,0.67,22.11,40,8,3.5,Yes,No,COVID-related demand spike
2020-03-23,KN95/FFP2 Masks,19,1.35,25.65,28,10,4.0,Yes,No,COVID-related demand spike
2020-03-23,Antiseptic / Alcohol,34,4.14,140.76,36,5,3.7,Yes,No,COVID-related demand spike
2020-03-23,Hand Gloves,18,5.59,100.62,23,8,3.5,Yes,No,
2020-03-23,COVID Self Tests,0,4.96,0.0,3,3,2.4,No,No,
2020-03-23,Pharmacy COVID Test Service,1,15.23,15.23,3,2,1.5,Yes,No,
2020-03-30,Adult Productive Cough Syrup,25,7.03,175.75,32,9,0.2,No,No,
2020-03-30,Adult Dry Cough Syrup,27,7.22,194.94,43,17,1.4,No,No,
2020-03-30,Children's Productive Cough Syrup,16,6.08,97.28,25,11,1.4,No,No,
2020-03-30,Children's Dry Cough Syrup,16,6.35,101.6,17,3,0.9,No,No,
2020-03-30,Cough Lozenges,36,3.31,119.16,47,11,3.0,No,No,
2020-03-30,Antibiotic Prescriptions,18,8.38,150.84,26,10,0.7,No,No,
2020-03-30,Vitamins & Supplements,32,12.0,384.0,51,27,2.3,Yes,No,Higher immunity-support demand
2020-03-30,Simple Masks,48,0.67,32.16,56,13,5.5,Yes,No,COVID-related demand spike
2020-03-30,KN95/FFP2 Masks,29,1.36,39.44,36,12,3.3,Yes,No,COVID-related demand spike
2020-03-30,Antiseptic / Alcohol,29,4.24,122.96,39,11,5.8,Yes,No,COVID-related demand spike
2020-03-30,Hand Gloves,19,5.72,108.68,29,15,3.8,Yes,No,
2020-03-30,COVID Self Tests,0,4.74,0.0,3,3,3.3,No,No,
2020-03-30,Pharmacy COVID Test Service,1,15.53,15.53,3,2,3.1,Yes,No,
2020-04-06,Adult Productive Cough Syrup,21,6.57,137.97,33,14,2.1,No,No,
2020-04-06,Adult Dry Cough Syrup,18,6.98,125.64,23,6,1.9,No,No,
2020-04-06,Children's Productive Cough Syrup,10,6.0,60.0,15,6,2.3,No,No,
2020-04-06,Children's Dry Cough Syrup,14,6.21,86.94,18,4,1.5,No,No,
2020-04-06,Cough Lozenges,31,3.08,95.48,50,27,0.2,No,No,
2020-04-06,Antibiotic Prescriptions,13,8.36,108.68,14,3,3.1,No,No,
2020-04-06,Vitamins & Supplements,22,11.73,258.06,33,14,2.6,No,No,
2020-04-06,Simple Masks,22,0.67,14.74,24,4,3.1,Yes,No,COVID-related demand spike
2020-04-06,KN95/FFP2 Masks,21,1.32,27.72,23,5,3.9,Yes,No,COVID-related demand spike
2020-04-06,Antiseptic / Alcohol,34,4.12,140.08,50,21,4.9,Yes,No,COVID-related demand spike
2020-04-06,Hand Gloves,25,5.54,138.5,33,10,4.3,Yes,No,
2020-04-06,COVID Self Tests,1,4.94,4.94,3,2,2.7,Yes,No,COVID-related demand spike
2020-04-06,Pharmacy COVID Test Service,1,15.72,15.72,3,2,2.2,Yes,No,
2020-04-13,Adult Productive Cough Syrup,15,7.03,105.45,21,8,1.9,No,No,
2020-04-13,Adult Dry Cough Syrup,15,6.95,104.25,17,3,1.3,No,No,
2020-04-13,Children's Productive Cough Syrup,10,5.99,59.9,13,4,1.7,No,No,
2020-04-13,Children's Dry Cough Syrup,13,6.22,80.86,15,2,0.6,No,No,
2020-04-13,Cough Lozenges,22,3.19,70.18,31,13,1.9,No,No,
2020-04-13,Antibiotic Prescriptions,18,8.68,156.24,26,12,2.0,No,No,
2020-04-13,Vitamins & Supplements,34,12.07,410.38,49,22,0.1,No,No,
2020-04-13,Simple Masks,42,0.65,27.3,46,8,3.5,Yes,No,COVID-related demand spike
2020-04-13,KN95/FFP2 Masks,26,1.33,34.58,31,9,5.3,Yes,No,COVID-related demand spike
2020-04-13,Antiseptic / Alcohol,32,4.1,131.2,46,21,2.4,Yes,No,COVID-related demand spike
2020-04-13,Hand Gloves,14,5.43,76.02,18,4,4.9,Yes,No,
2020-04-13,COVID Self Tests,0,4.72,0.0,3,3,3.6,No,No,
2020-04-13,Pharmacy COVID Test Service,0,15.34,0.0,3,3,1.5,No,No,
2020-04-20,Adult Productive Cough Syrup,16,6.77,108.32,25,9,2.0,No,No,
2020-04-20,Adult Dry Cough Syrup,14,7.25,101.5,21,11,0.5,No,No,
2020-04-20,Children's Productive Cough Syrup,10,5.76,57.6,15,5,2.1,No,No,
2020-04-20,Children's Dry Cough Syrup,13,6.34,82.42,19,7,2.5,No,No,
2020-04-20,Cough Lozenges,35,3.35,117.25,57,31,2.0,No,No,
2020-04-20,Antibiotic Prescriptions,14,8.44,118.16,23,12,2.1,No,No,
2020-04-20,Vitamins & Supplements,17,11.36,193.12,25,12,1.0,No,No,
2020-04-20,Simple Masks,36,0.64,23.04,49,19,4.7,Yes,No,COVID-related demand spike
2020-04-20,KN95/FFP2 Masks,34,1.36,46.24,42,9,5.3,Yes,No,COVID-related demand spike
2020-04-20,Antiseptic / Alcohol,35,4.21,147.35,43,11,7.5,Yes,No,COVID-related demand spike
2020-04-20,Hand Gloves,18,5.71,102.78,28,15,2.3,Yes,No,
2020-04-20,COVID Self Tests,0,4.86,0.0,3,4,3.5,No,No,
2020-04-20,Pharmacy COVID Test Service,1,15.12,15.12,3,2,2.3,Yes,No,
2020-04-27,Adult Productive Cough Syrup,21,6.57,137.97,31,14,1.6,No,No,
2020-04-27,Adult Dry Cough Syrup,18,7.23,130.14,28,12,2.5,No,No,
2020-04-27,Children's Productive Cough Syrup,14,5.97,83.58,22,10,1.7,No,No,
2020-04-27,Children's Dry Cough Syrup,11,6.44,70.84,18,8,2.3,No,No,
2020-04-27,Cough Lozenges,28,3.23,90.44,39,14,2.9,No,No,
2020-04-27,Antibiotic Prescriptions,14,8.76,122.64,22,11,2.0,No,No,
2020-04-27,Vitamins & Supplements,24,11.23,269.52,39,20,1.2,No,No,
2020-04-27,Simple Masks,46,0.64,29.44,72,28,3.5,Yes,No,COVID-related demand spike
2020-04-27,KN95/FFP2 Masks,24,1.3,31.2,38,18,2.6,Yes,No,COVID-related demand spike
2020-04-27,Antiseptic / Alcohol,31,4.2,130.2,42,12,2.0,Yes,No,COVID-related demand spike
2020-04-27,Hand Gloves,25,5.61,140.25,36,13,5.0,Yes,No,
2020-04-27,COVID Self Tests,1,5.03,5.03,3,2,3.0,Yes,Yes,COVID-related demand spike
2020-04-27,Pharmacy COVID Test Service,0,15.37,0.0,3,3,3.0,No,No,
2020-05-04,Adult Productive Cough Syrup,18,6.56,118.08,23,7,1.7,No,No,
2020-05-04,Adult Dry Cough Syrup,19,7.22,137.18,19,1,1.1,No,No,
2020-05-04,Children's Productive Cough Syrup,9,5.77,51.93,12,4,2.9,No,No,
2020-05-04,Children's Dry Cough Syrup,11,6.2,68.2,16,6,1.7,No,No,
2020-05-04,Cough Lozenges,19,3.16,60.04,26,9,0,No,No,
2020-05-04,Antibiotic Prescriptions,15,8.77,131.55,20,8,3.2,No,No,
2020-05-04,Vitamins & Supplements,23,11.82,271.86,31,11,1.8,No,No,
2020-05-04,Simple Masks,41,0.65,26.65,66,32,4.5,Yes,No,COVID-related demand spike
2020-05-04,KN95/FFP2 Masks,27,1.33,35.91,37,14,3.8,Yes,No,COVID-related demand spike
2020-05-04,Antiseptic / Alcohol,39,4.19,163.41,41,3,3.2,Yes,No,COVID-related demand spike
2020-05-04,Hand Gloves,20,5.36,107.2,22,5,4.1,Yes,No,
2020-05-04,COVID Self Tests,1,4.78,4.78,3,2,3.6,Yes,Yes,COVID-related demand spike
2020-05-04,Pharmacy COVID Test Service,1,15.11,15.11,3,3,3.0,Yes,No,
2020-05-11,Adult Productive Cough Syrup,25,6.58,164.5,40,17,1.3,No,No,
2020-05-11,Adult Dry Cough Syrup,18,7.04,126.72,27,13,1.5,No,No,
2020-05-11,Children's Productive Cough Syrup,8,6.14,49.12,12,5,0.3,No,No,
2020-05-11,Children's Dry Cough Syrup,11,6.43,70.73,18,8,1.6,No,No,
2020-05-11,Cough Lozenges,22,3.35,73.7,23,4,2.3,No,No,
2020-05-11,Antibiotic Prescriptions,18,8.41,151.38,19,1,1.0,No,No,
2020-05-11,Vitamins & Supplements,32,11.67,373.44,37,10,1.6,No,No,
2020-05-11,Simple Masks,44,0.63,27.72,58,22,3.8,Yes,No,COVID-related demand spike
2020-05-11,KN95/FFP2 Masks,35,1.35,47.25,42,13,1.9,Yes,No,COVID-related demand spike
2020-05-11,Antiseptic / Alcohol,35,4.27,149.45,42,10,4.5,Yes,No,COVID-related demand spike
2020-05-11,Hand Gloves,20,5.51,110.2,28,12,2.8,Yes,No,
2020-05-11,COVID Self Tests,0,4.92,0.0,3,3,3.0,No,No,
2020-05-11,Pharmacy COVID Test Service,1,15.65,15.65,3,2,2.2,Yes,No,
2020-05-18,Adult Productive Cough Syrup,21,6.67,140.07,30,12,2.1,No,No,
2020-05-18,Adult Dry Cough Syrup,19,7.14,135.66,24,7,0.3,No,No,
2020-05-18,Children's Productive Cough Syrup,10,6.07,60.7,16,8,1.9,No,No,
2020-05-18,Children's Dry Cough Syrup,16,6.43,102.88,24,11,1.3,No,No,
2020-05-18,Cough Lozenges,30,3.14,94.2,36,8,2.2,No,No,
2020-05-18,Antibiotic Prescriptions,15,8.57,128.55,18,6,1.3,No,No,
2020-05-18,Vitamins & Supplements,25,11.56,289.0,35,12,2.0,No,No,
2020-05-18,Simple Masks,54,0.64,34.56,86,33,4.6,Yes,No,COVID-related demand spike
2020-05-18,KN95/FFP2 Masks,37,1.34,49.58,58,21,5.2,Yes,No,COVID-related demand spike
2020-05-18,Antiseptic / Alcohol,44,4.1,180.4,62,24,3.1,Yes,No,COVID-related demand spike
2020-05-18,Hand Gloves,21,5.33,111.93,22,2,4.4,Yes,No,
2020-05-18,COVID Self Tests,0,4.72,0.0,3,3,1.9,No,No,
2020-05-18,Pharmacy COVID Test Service,1,14.71,14.71,3,2,2.3,Yes,No,
2020-05-25,Adult Productive Cough Syrup,11,6.89,75.79,14,5,1.7,No,No,
2020-05-25,Adult Dry Cough Syrup,18,7.04,126.72,22,8,0.5,No,No,
2020-05-25,Children's Productive Cough Syrup,12,6.05,72.6,18,9,1.7,No,No,
2020-05-25,Children's Dry Cough Syrup,11,6.18,67.98,14,4,2.0,No,No,
2020-05-25,Cough Lozenges,20,3.29,65.8,26,8,1.3,No,No,
2020-05-25,Antibiotic Prescriptions,11,8.38,92.18,14,5,1.6,No,No,
2020-05-25,Vitamins & Supplements,22,11.5,253.0,31,11,1.8,No,No,
2020-05-25,Simple Masks,36,0.67,24.12,50,14,4.2,Yes,No,COVID-related demand spike
2020-05-25,KN95/FFP2 Masks,17,1.32,22.44,23,8,4.3,Yes,No,COVID-related demand spike
2020-05-25,Antiseptic / Alcohol,36,4.11,147.96,51,21,5.1,Yes,No,COVID-related demand spike
2020-05-25,Hand Gloves,15,5.63,84.45,21,9,6.1,Yes,No,
2020-05-25,COVID Self Tests,0,4.68,0.0,3,3,2.5,No,No,
2020-05-25,Pharmacy COVID Test Service,0,15.37,0.0,3,3,3.2,No,No,
2020-06-01,Adult Productive Cough Syrup,17,6.75,114.75,25,10,1.3,No,No,
2020-06-01,Adult Dry Cough Syrup,19,6.93,131.67,26,11,2.7,No,No,
2020-06-01,Children's Productive Cough Syrup,9,5.84,52.56,13,5,1.6,No,No,
2020-06-01,Children's Dry Cough Syrup,11,6.24,68.64,17,8,1.5,No,No,
2020-06-01,Cough Lozenges,28,3.11,87.08,34,9,0.1,No,No,
2020-06-01,Antibiotic Prescriptions,9,8.91,80.19,11,3,1.9,No,No,
2020-06-01,Vitamins & Supplements,33,11.05,364.65,46,18,2.3,No,No,
2020-06-01,Simple Masks,34,0.68,23.12,44,11,4.0,Yes,No,COVID-related demand spike
2020-06-01,KN95/FFP2 Masks,21,1.32,27.72,34,14,4.5,Yes,No,COVID-related demand spike
2020-06-01,Antiseptic / Alcohol,32,4.26,136.32,40,9,2.4,Yes,No,COVID-related demand spike
2020-06-01,Hand Gloves,20,5.35,107.0,26,8,2.7,Yes,No,
2020-06-01,COVID Self Tests,0,4.92,0.0,3,3,2.2,No,No,
2020-06-01,Pharmacy COVID Test Service,0,15.08,0.0,3,3,4.1,No,No,
2020-06-08,Adult Productive Cough Syrup,5,6.95,34.75,8,4,0,No,No,
2020-06-08,Adult Dry Cough Syrup,17,7.45,126.65,21,8,0.7,No,No,
2020-06-08,Children's Productive Cough Syrup,11,5.68,62.48,14,5,1.5,No,No,
2020-06-08,Children's Dry Cough Syrup,9,6.42,57.78,14,7,1.0,No,No,
2020-06-08,Cough Lozenges,27,3.21,86.67,31,8,1.4,No,No,
2020-06-08,Antibiotic Prescriptions,9,8.23,74.07,13,6,1.8,No,No,
2020-06-08,Vitamins & Supplements,27,11.78,318.06,29,4,1.3,No,No,
2020-06-08,Simple Masks,52,0.66,34.32,68,27,3.4,Yes,No,COVID-related demand spike
2020-06-08,KN95/FFP2 Masks,27,1.35,36.45,35,11,5.5,Yes,No,COVID-related demand spike
2020-06-08,Antiseptic / Alcohol,30,4.06,121.8,34,10,5.0,Yes,No,COVID-related demand spike
2020-06-08,Hand Gloves,20,5.77,115.4,28,10,5.5,Yes,No,
2020-06-08,COVID Self Tests,0,4.89,0.0,3,3,2.8,No,No,
2020-06-08,Pharmacy COVID Test Service,0,15.3,0.0,3,3,2.3,No,No,
2020-06-15,Adult Productive Cough Syrup,24,7.06,169.44,37,19,0.8,No,No,
2020-06-15,Adult Dry Cough Syrup,17,7.01,119.17,23,7,1.1,No,No,
2020-06-15,Children's Productive Cough Syrup,9,6.18,55.62,12,4,2.6,No,No,
2020-06-15,Children's Dry Cough Syrup,12,6.41,76.92,19,9,0.7,No,No,
2020-06-15,Cough Lozenges,33,3.29,108.57,46,14,1.7,No,No,
2020-06-15,Antibiotic Prescriptions,11,8.26,90.86,17,9,1.3,No,No,
2020-06-15,Vitamins & Supplements,19,11.67,221.73,24,5,0.1,No,No,
2020-06-15,Simple Masks,47,0.63,29.61,72,32,4.7,Yes,No,COVID-related demand spike
2020-06-15,KN95/FFP2 Masks,30,1.39,41.7,39,11,3.2,Yes,No,COVID-related demand spike
2020-06-15,Antiseptic / Alcohol,39,4.35,169.65,61,25,3.8,Yes,No,COVID-related demand spike
2020-06-15,Hand Gloves,31,5.68,176.08,36,10,4.8,Yes,No,
2020-06-15,COVID Self Tests,0,4.95,0.0,3,3,3.0,No,No,
2020-06-15,Pharmacy COVID Test Service,0,14.48,0.0,3,3,2.9,No,No,
2020-06-22,Adult Productive Cough Syrup,11,6.79,74.69,13,2,1.9,No,No,
2020-06-22,Adult Dry Cough Syrup,24,7.44,178.56,31,8,1.3,No,No,
2020-06-22,Children's Productive Cough Syrup,9,5.69,51.21,11,3,0.8,No,No,
2020-06-22,Children's Dry Cough Syrup,8,6.31,50.48,11,4,2.0,No,No,
2020-06-22,Cough Lozenges,20,3.08,61.6,24,7,2.7,No,No,
2020-06-22,Antibiotic Prescriptions,12,8.68,104.16,14,3,3.4,No,No,
2020-06-22,Vitamins & Supplements,16,11.7,187.2,18,4,1.3,No,No,
2020-06-22,Simple Masks,58,0.64,37.12,81,37,3.3,Yes,No,COVID-related demand spike
2020-06-22,KN95/FFP2 Masks,23,1.4,32.2,29,7,5.1,Yes,No,COVID-related demand spike
2020-06-22,Antiseptic / Alcohol,23,4.13,94.99,27,6,2.1,Yes,No,COVID-related demand spike
2020-06-22,Hand Gloves,21,5.46,114.66,24,6,3.1,Yes,No,
2020-06-22,COVID Self Tests,1,5.0,5.0,3,3,2.1,Yes,No,COVID-related demand spike
2020-06-22,Pharmacy COVID Test Service,0,14.96,0.0,3,3,4.0,No,No,
2020-06-29,Adult Productive Cough Syrup,17,6.91,117.47,21,8,0.8,No,No,
2020-06-29,Adult Dry Cough Syrup,15,7.24,108.6,22,9,1.4,No,No,
2020-06-29,Children's Productive Cough Syrup,10,5.92,59.2,14,4,1.0,No,No,
2020-06-29,Children's Dry Cough Syrup,9,6.44,57.96,13,6,0.7,No,No,
2020-06-29,Cough Lozenges,31,3.35,103.85,38,9,1.7,No,No,
2020-06-29,Antibiotic Prescriptions,12,8.83,105.96,13,3,1.5,No,No,
2020-06-29,Vitamins & Supplements,22,11.61,255.42,26,8,1.0,No,No,
2020-06-29,Simple Masks,44,0.67,29.48,65,28,4.5,Yes,No,COVID-related demand spike
2020-06-29,KN95/FFP2 Masks,25,1.31,32.75,26,2,5.2,Yes,No,COVID-related demand spike
2020-06-29,Antiseptic / Alcohol,35,4.38,153.3,47,18,4.3,Yes,No,COVID-related demand spike
2020-06-29,Hand Gloves,22,5.74,126.28,27,10,2.1,Yes,No,
2020-06-29,COVID Self Tests,0,4.8,0.0,3,3,2.8,No,No,
2020-06-29,Pharmacy COVID Test Service,1,14.84,14.84,3,2,2.9,Yes,No,
2020-07-06,Adult Productive Cough Syrup,18,6.75,121.5,25,7,2.0,No,No,
2020-07-06,Adult Dry Cough Syrup,14,7.19,100.66,17,5,1.2,No,No,
2020-07-06,Children's Productive Cough Syrup,11,6.06,66.66,15,5,2.2,No,No,
2020-07-06,Children's Dry Cough Syrup,12,6.1,73.2,19,10,1.6,No,No,
2020-07-06,Cough Lozenges,33,3.09,101.97,47,18,2.7,No,No,
2020-07-06,Antibiotic Prescriptions,14,8.9,124.6,15,2,1.0,No,No,
2020-07-06,Vitamins & Supplements,29,11.88,344.52,39,13,2.1,No,No,
2020-07-06,Simple Masks,24,0.66,15.84,31,11,4.4,Yes,No,COVID-related demand spike
2020-07-06,KN95/FFP2 Masks,28,1.3,36.4,41,14,2.7,Yes,No,COVID-related demand spike
2020-07-06,Antiseptic / Alcohol,35,4.27,149.45,42,10,3.3,Yes,No,COVID-related demand spike
2020-07-06,Hand Gloves,15,5.65,84.75,19,6,2.6,Yes,No,
2020-07-06,COVID Self Tests,0,4.84,0.0,3,3,2.6,No,No,
2020-07-06,Pharmacy COVID Test Service,2,14.54,29.08,3,1,3.2,Yes,Yes,
2020-07-13,Adult Productive Cough Syrup,25,6.63,165.75,32,10,0.9,No,No,
2020-07-13,Adult Dry Cough Syrup,14,6.85,95.9,19,5,0.6,No,No,
2020-07-13,Children's Productive Cough Syrup,9,6.16,55.44,9,2,0.3,No,No,
2020-07-13,Children's Dry Cough Syrup,12,5.97,71.64,19,9,0.9,No,No,
2020-07-13,Cough Lozenges,21,3.11,65.31,22,3,1.5,No,No,
